slug,name,sku,price_cents,compare_at_price_cents,initial_stock,image_url,category_slug,description,delivery_information,return_policy,warranty_info,whats_in_the_box,package_length_mm,package_width_mm,package_height_mm,gross_weight_g,currency
sparkling-water-6-pack,Sparkling water 6-pack,SD-SPK-6,7499,,25,https://loremflickr.com/800/800/sparkling%2Cwater?lock=18747,soft-drinks,"Sparkling water 6-pack (SKU SD-SPK-6) is listed in our soft drinks range on AvoToday. Check best-before or expiry on the pack when it arrives. Keep sealed until opened.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Sparkling water 6-pack to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 240 × 165 × 125 mm (shipping weight approx. 2.10 kg).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Sparkling water 6-pack follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Perishable and opened food items are generally not returnable unless damaged in transit or incorrect item supplied.","Food, beverages, and perishables are sold for consumption. Quality issues (damage, leaks, obvious spoilage) reported within a short window after delivery may be reviewed with photos and your order reference. Routine freshness and taste preferences are not warranty matters.","Contents of this shipment

Product: Sparkling water 6-pack
SKU: SD-SPK-6
Variant: Standard (SD-SPK-6)

Outer retail / shipping carton (L × W × H):
240 × 165 × 125 mm (shipping weight approx. 2.10 kg)

Included in the box:
• 1 × Sparkling water 6-pack — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",240,165,125,2100,NAD
potato-chips-salted-125g,Potato chips salted 125g,SNK-CHP-125,1899,,25,https://loremflickr.com/800/800/chips%2Csnack?lock=47877,snacks-pantry,"Potato chips salted 125g (SKU SNK-CHP-125) is listed in our snacks pantry range on AvoToday. Check best-before or expiry on the pack when it arrives. Keep sealed until opened.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Potato chips salted 125g to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 220 × 160 × 55 mm (shipping weight approx. 145 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Potato chips salted 125g follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Perishable and opened food items are generally not returnable unless damaged in transit or incorrect item supplied.","Food, beverages, and perishables are sold for consumption. Quality issues (damage, leaks, obvious spoilage) reported within a short window after delivery may be reviewed with photos and your order reference. Routine freshness and taste preferences are not warranty matters.","Contents of this shipment

Product: Potato chips salted 125g
SKU: SNK-CHP-125
Variant: Standard (SNK-CHP-125)

Outer retail / shipping carton (L × W × H):
220 × 160 × 55 mm (shipping weight approx. 145 g)

Included in the box:
• 1 × Potato chips salted 125g — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",220,160,55,145,NAD
chocolate-bar-milk-80g,Chocolate bar milk 80g,SNK-CHO-80,2499,3332,25,https://loremflickr.com/800/800/chocolate%2Cbar?lock=85000,snacks-pantry,"Chocolate bar milk 80g (SKU SNK-CHO-80) is listed in our snacks pantry range on AvoToday. Check best-before or expiry on the pack when it arrives. Keep sealed until opened.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Chocolate bar milk 80g to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 165 × 45 × 22 mm (shipping weight approx. 95 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Chocolate bar milk 80g follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Perishable and opened food items are generally not returnable unless damaged in transit or incorrect item supplied.","Food, beverages, and perishables are sold for consumption. Quality issues (damage, leaks, obvious spoilage) reported within a short window after delivery may be reviewed with photos and your order reference. Routine freshness and taste preferences are not warranty matters.","Contents of this shipment

Product: Chocolate bar milk 80g
SKU: SNK-CHO-80
Variant: Standard (SNK-CHO-80)

Outer retail / shipping carton (L × W × H):
165 × 45 × 22 mm (shipping weight approx. 95 g)

Included in the box:
• 1 × Chocolate bar milk 80g — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",165,45,22,95,NAD
peanut-butter-smooth-400g,Peanut butter smooth 400g,SNK-PNB-400,4599,5609,25,https://loremflickr.com/800/800/peanut%2Cbutter%2Cjar?lock=82270,snacks-pantry,"Peanut butter smooth 400g (SKU SNK-PNB-400) is listed in our snacks pantry range on AvoToday. Check best-before or expiry on the pack when it arrives. Keep sealed until opened.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Peanut butter smooth 400g to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 125 × 85 × 55 mm (shipping weight approx. 540 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Peanut butter smooth 400g follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Perishable and opened food items are generally not returnable unless damaged in transit or incorrect item supplied.","Food, beverages, and perishables are sold for consumption. Quality issues (damage, leaks, obvious spoilage) reported within a short window after delivery may be reviewed with photos and your order reference. Routine freshness and taste preferences are not warranty matters.","Contents of this shipment

Product: Peanut butter smooth 400g
SKU: SNK-PNB-400
Variant: Standard (SNK-PNB-400)

Outer retail / shipping carton (L × W × H):
125 × 85 × 55 mm (shipping weight approx. 540 g)

Included in the box:
• 1 × Peanut butter smooth 400g — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",125,85,55,540,NAD
biscuits-cream-200g,Biscuits cream 200g,SNK-BIS-200,2199,,25,https://loremflickr.com/800/800/biscuits%2Ccookies?lock=24804,snacks-pantry,"Biscuits cream 200g (SKU SNK-BIS-200) is listed in our snacks pantry range on AvoToday. Check best-before or expiry on the pack when it arrives. Keep sealed until opened.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Biscuits cream 200g to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 240 × 95 × 55 mm (shipping weight approx. 230 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Biscuits cream 200g follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Perishable and opened food items are generally not returnable unless damaged in transit or incorrect item supplied.","Food, beverages, and perishables are sold for consumption. Quality issues (damage, leaks, obvious spoilage) reported within a short window after delivery may be reviewed with photos and your order reference. Routine freshness and taste preferences are not warranty matters.","Contents of this shipment

Product: Biscuits cream 200g
SKU: SNK-BIS-200
Variant: Standard (SNK-BIS-200)

Outer retail / shipping carton (L × W × H):
240 × 95 × 55 mm (shipping weight approx. 230 g)

Included in the box:
• 1 × Biscuits cream 200g — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",240,95,55,230,NAD
instant-noodles-5-pack,Instant noodles 5-pack,SNK-NOD-5,3499,,25,https://loremflickr.com/800/800/noodles%2Cpack?lock=90942,snacks-pantry,"Instant noodles 5-pack (SKU SNK-NOD-5) is listed in our snacks pantry range on AvoToday. Check best-before or expiry on the pack when it arrives. Keep sealed until opened.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Instant noodles 5-pack to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 280 × 180 × 95 mm (shipping weight approx. 520 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Instant noodles 5-pack follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Perishable and opened food items are generally not returnable unless damaged in transit or incorrect item supplied.","Food, beverages, and perishables are sold for consumption. Quality issues (damage, leaks, obvious spoilage) reported within a short window after delivery may be reviewed with photos and your order reference. Routine freshness and taste preferences are not warranty matters.","Contents of this shipment

Product: Instant noodles 5-pack
SKU: SNK-NOD-5
Variant: Standard (SNK-NOD-5)

Outer retail / shipping carton (L × W × H):
280 × 180 × 95 mm (shipping weight approx. 520 g)

Included in the box:
• 1 × Instant noodles 5-pack — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",280,180,95,520,NAD
trail-mix-300g,Trail mix 300g,SNK-MIX-300,3999,,25,https://loremflickr.com/800/800/nuts%2Csnack?lock=49269,snacks-pantry,"Trail mix 300g (SKU SNK-MIX-300) is listed in our snacks pantry range on AvoToday. Check best-before or expiry on the pack when it arrives. Keep sealed until opened.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Trail mix 300g to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 220 × 140 × 45 mm (shipping weight approx. 340 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Trail mix 300g follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Perishable and opened food items are generally not returnable unless damaged in transit or incorrect item supplied.","Food, beverages, and perishables are sold for consumption. Quality issues (damage, leaks, obvious spoilage) reported within a short window after delivery may be reviewed with photos and your order reference. Routine freshness and taste preferences are not warranty matters.","Contents of this shipment

Product: Trail mix 300g
SKU: SNK-MIX-300
Variant: Standard (SNK-MIX-300)

Outer retail / shipping carton (L × W × H):
220 × 140 × 45 mm (shipping weight approx. 340 g)

Included in the box:
• 1 × Trail mix 300g — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",220,140,45,340,NAD
popcorn-microwave-3-pack,Popcorn microwave 3-pack,SNK-POP-3,2999,,25,https://loremflickr.com/800/800/popcorn%2Csnack?lock=59514,snacks-pantry,"Popcorn microwave 3-pack (SKU SNK-POP-3) is listed in our snacks pantry range on AvoToday. Check best-before or expiry on the pack when it arrives. Keep sealed until opened.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Popcorn microwave 3-pack to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 280 × 200 × 95 mm (shipping weight approx. 380 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Popcorn microwave 3-pack follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Perishable and opened food items are generally not returnable unless damaged in transit or incorrect item supplied.","Food, beverages, and perishables are sold for consumption. Quality issues (damage, leaks, obvious spoilage) reported within a short window after delivery may be reviewed with photos and your order reference. Routine freshness and taste preferences are not warranty matters.","Contents of this shipment

Product: Popcorn microwave 3-pack
SKU: SNK-POP-3
Variant: Standard (SNK-POP-3)

Outer retail / shipping carton (L × W × H):
280 × 200 × 95 mm (shipping weight approx. 380 g)

Included in the box:
• 1 × Popcorn microwave 3-pack — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",280,200,95,380,NAD
granola-bars-6-pack,Granola bars 6-pack,SNK-GRN-6,4999,,25,https://loremflickr.com/800/800/granola%2Cbar?lock=25279,snacks-pantry,"Granola bars 6-pack (SKU SNK-GRN-6) is listed in our snacks pantry range on AvoToday. Check best-before or expiry on the pack when it arrives. Keep sealed until opened.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Granola bars 6-pack to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 240 × 165 × 125 mm (shipping weight approx. 2.10 kg).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Granola bars 6-pack follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Perishable and opened food items are generally not returnable unless damaged in transit or incorrect item supplied.","Food, beverages, and perishables are sold for consumption. Quality issues (damage, leaks, obvious spoilage) reported within a short window after delivery may be reviewed with photos and your order reference. Routine freshness and taste preferences are not warranty matters.","Contents of this shipment

Product: Granola bars 6-pack
SKU: SNK-GRN-6
Variant: Standard (SNK-GRN-6)

Outer retail / shipping carton (L × W × H):
240 × 165 × 125 mm (shipping weight approx. 2.10 kg)

Included in the box:
• 1 × Granola bars 6-pack — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",240,165,125,2100,NAD
budget-smartphone-64gb,Budget smartphone 64GB,ELC-PHN-64,359900,408978,25,https://loremflickr.com/800/800/smartphone%2Cmobile?lock=54022,electronics,"Budget smartphone 64GB (SKU ELC-PHN-64) is listed in our electronics range on AvoToday. Check compatibility (ports, size, voltage) before ordering. Register with the manufacturer when a warranty card is included.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Budget smartphone 64GB to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 165 × 85 × 35 mm (shipping weight approx. 380 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Budget smartphone 64GB follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Unopened items in resaleable condition with all accessories may qualify within the stated return window where applicable.","Manufacturer warranty (if any) applies to defects in materials and workmanship under normal use — typically 12–24 months for electronics, as stated on packaging or the warranty card inside the box. Accidental damage, liquid ingress, and unauthorised repair are usually excluded. Keep your AvoToday invoice and serial numbers (if shown on the device) for claims. Our team can help route you to the brand or importer where applicable.","Contents of this shipment

Product: Budget smartphone 64GB
SKU: ELC-PHN-64
Variant: Standard (ELC-PHN-64)

Outer retail / shipping carton (L × W × H):
165 × 85 × 35 mm (shipping weight approx. 380 g)

Included in the box:
• 1 × Budget smartphone 64GB — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",165,85,35,380,NAD
android-tablet-10-inch,Android tablet 10 inch,ELC-TAB-10,249900,294000,25,https://loremflickr.com/800/800/tablet%2Cdevice?lock=18328,electronics,"Android tablet 10 inch (SKU ELC-TAB-10) is listed in our electronics range on AvoToday. Check compatibility (ports, size, voltage) before ordering. Register with the manufacturer when a warranty card is included.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Android tablet 10 inch to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 280 × 45 × 220 mm (shipping weight approx. 780 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Android tablet 10 inch follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Unopened items in resaleable condition with all accessories may qualify within the stated return window where applicable.","Manufacturer warranty (if any) applies to defects in materials and workmanship under normal use — typically 12–24 months for electronics, as stated on packaging or the warranty card inside the box. Accidental damage, liquid ingress, and unauthorised repair are usually excluded. Keep your AvoToday invoice and serial numbers (if shown on the device) for claims. Our team can help route you to the brand or importer where applicable.","Contents of this shipment

Product: Android tablet 10 inch
SKU: ELC-TAB-10
Variant: Standard (ELC-TAB-10)

Outer retail / shipping carton (L × W × H):
280 × 45 × 220 mm (shipping weight approx. 780 g)

Included in the box:
• 1 × Android tablet 10 inch — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",280,45,220,780,NAD
led-tv-43-inch,LED TV 43 inch,ELC-TV-43,599900,666556,25,https://loremflickr.com/800/800/television%2Cscreen?lock=29193,electronics,"LED TV 43 inch (SKU ELC-TV-43) is listed in our electronics range on AvoToday. Check compatibility (ports, size, voltage) before ordering. Register with the manufacturer when a warranty card is included.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add LED TV 43 inch to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

This item ships in a carton of approximately 1080 × 180 × 680 mm (shipping weight approx. 11.80 kg). Bulky or heavy parcels may require additional handling time and cannot always be left unattended — please ensure someone can receive the delivery or choose pickup.

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for LED TV 43 inch follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Unopened items in resaleable condition with all accessories may qualify within the stated return window where applicable.","Manufacturer warranty (if any) applies to defects in materials and workmanship under normal use — typically 12–24 months for electronics, as stated on packaging or the warranty card inside the box. Accidental damage, liquid ingress, and unauthorised repair are usually excluded. Keep your AvoToday invoice and serial numbers (if shown on the device) for claims. Our team can help route you to the brand or importer where applicable.","Contents of this shipment

Product: LED TV 43 inch
SKU: ELC-TV-43
Variant: Standard (ELC-TV-43)

Outer retail / shipping carton (L × W × H):
1080 × 180 × 680 mm (shipping weight approx. 11.80 kg)

Included in the box:
• 1 × LED TV 43 inch — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",1080,180,680,11800,NAD
wireless-router-wi-fi-6,Wireless router Wi-Fi 6,ELC-RT-6,129900,,25,https://loremflickr.com/800/800/router%2Cwifi?lock=98444,electronics,"Wireless router Wi-Fi 6 (SKU ELC-RT-6) is listed in our electronics range on AvoToday. Check compatibility (ports, size, voltage) before ordering. Register with the manufacturer when a warranty card is included.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Wireless router Wi-Fi 6 to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 280 × 220 × 75 mm (shipping weight approx. 850 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Wireless router Wi-Fi 6 follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Unopened items in resaleable condition with all accessories may qualify within the stated return window where applicable.","Manufacturer warranty (if any) applies to defects in materials and workmanship under normal use — typically 12–24 months for electronics, as stated on packaging or the warranty card inside the box. Accidental damage, liquid ingress, and unauthorised repair are usually excluded. Keep your AvoToday invoice and serial numbers (if shown on the device) for claims. Our team can help route you to the brand or importer where applicable.","Contents of this shipment

Product: Wireless router Wi-Fi 6
SKU: ELC-RT-6
Variant: Standard (ELC-RT-6)

Outer retail / shipping carton (L × W × H):
280 × 220 × 75 mm (shipping weight approx. 850 g)

Included in the box:
• 1 × Wireless router Wi-Fi 6 — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",280,220,75,850,NAD
usb-c-laptop-charger-65w,USB-C laptop charger 65W,ELC-CHG-65,89900,,25,https://loremflickr.com/800/800/charger%2Ccable?lock=86523,electronics,"USB-C laptop charger 65W (SKU ELC-CHG-65) is listed in our electronics range on AvoToday. Check compatibility (ports, size, voltage) before ordering. Register with the manufacturer when a warranty card is included.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add USB-C laptop charger 65W to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 180 × 120 × 45 mm (shipping weight approx. 480 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for USB-C laptop charger 65W follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Unopened items in resaleable condition with all accessories may qualify within the stated return window where applicable.","Manufacturer warranty (if any) applies to defects in materials and workmanship under normal use — typically 12–24 months for electronics, as stated on packaging or the warranty card inside the box. Accidental damage, liquid ingress, and unauthorised repair are usually excluded. Keep your AvoToday invoice and serial numbers (if shown on the device) for claims. Our team can help route you to the brand or importer where applicable.","Contents of this shipment

Product: USB-C laptop charger 65W
SKU: ELC-CHG-65
Variant: Standard (ELC-CHG-65)

Outer retail / shipping carton (L × W × H):
180 × 120 × 45 mm (shipping weight approx. 480 g)

Included in the box:
• 1 × USB-C laptop charger 65W — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",180,120,45,480,NAD
portable-power-bank-20000mah,Portable power bank 20000mAh,ELC-PBK-20,69900,87375,25,https://loremflickr.com/800/800/powerbank%2Cbattery?lock=93395,electronics,"Portable power bank 20000mAh (SKU ELC-PBK-20) is listed in our electronics range on AvoToday. Check compatibility (ports, size, voltage) before ordering. Register with the manufacturer when a warranty card is included.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Portable power bank 20000mAh to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 165 × 85 × 32 mm (shipping weight approx. 420 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Portable power bank 20000mAh follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Unopened items in resaleable condition with all accessories may qualify within the stated return window where applicable.","Manufacturer warranty (if any) applies to defects in materials and workmanship under normal use — typically 12–24 months for electronics, as stated on packaging or the warranty card inside the box. Accidental damage, liquid ingress, and unauthorised repair are usually excluded. Keep your AvoToday invoice and serial numbers (if shown on the device) for claims. Our team can help route you to the brand or importer where applicable.","Contents of this shipment

Product: Portable power bank 20000mAh
SKU: ELC-PBK-20
Variant: Standard (ELC-PBK-20)

Outer retail / shipping carton (L × W × H):
165 × 85 × 32 mm (shipping weight approx. 420 g)

Included in the box:
• 1 × Portable power bank 20000mAh — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",165,85,32,420,NAD
bluetooth-keyboard,Bluetooth keyboard,ELC-KBD-BT,89900,,25,https://loremflickr.com/800/800/keyboard%2Ccomputer?lock=19635,electronics,"Bluetooth keyboard (SKU ELC-KBD-BT) is listed in our electronics range on AvoToday. Check compatibility (ports, size, voltage) before ordering. Register with the manufacturer when a warranty card is included.

Order online for delivery or pickup in Namibia — pricing is shown in NAD including the variant on this page. Images are representative; labels, batch codes, or bundle contents may vary by supplier shipment.","We deliver across Namibia where service is available. After you add Bluetooth keyboard to your cart, choose home delivery or a pickup point at checkout — fees and estimated windows depend on your address and the courier lane selected.

Packed for transit in a carton of approximately 460 × 165 × 35 mm (shipping weight approx. 720 g).

You will receive order updates when your order is confirmed, packed, and handed to the courier. Inspect the outer box on arrival and note any visible damage on delivery where possible.","Returns and exchanges for Bluetooth keyboard follow the retailer policy and applicable consumer protection rules in Namibia.

To request help, open your order in AvoToday and contact support with your order number, SKU, and a short description of the issue. Photos of the product and packaging speed up resolution.

Unopened items in resaleable condition with all accessories may qualify within the stated return window where applicable.","Manufacturer warranty (if any) applies to defects in materials and workmanship under normal use — typically 12–24 months for electronics, as stated on packaging or the warranty card inside the box. Accidental damage, liquid ingress, and unauthorised repair are usually excluded. Keep your AvoToday invoice and serial numbers (if shown on the device) for claims. Our team can help route you to the brand or importer where applicable.","Contents of this shipment

Product: Bluetooth keyboard
SKU: ELC-KBD-BT
Variant: Standard (ELC-KBD-BT)

Outer retail / shipping carton (L × W × H):
460 × 165 × 35 mm (shipping weight approx. 720 g)

Included in the box:
• 1 × Bluetooth keyboard — the item described on this product page

Packaging may differ slightly from photos (seasonal sleeves, language on labels). Accessories shown in marketing images are included only when listed above. Retain the carton until you have inspected the product.",460,165,35,720,NAD
